AccusedMasterID,PersonID,AccusedName,AgeYear,GenderID,prior_offense_count,avg_crime_severity,max_crime_severity,recency_days,district,crime_head,co_accused_count,prior_arrest_count,is_repeat_offender,risk_score
256,P_0256,Anand Naik (Leader),49,2,1,5.0,5,622,Mysuru City,Homicide,7,0,0,53.8
257,P_0257,Anitha Kamath,26,1,1,3.0,3,509,Mysuru City,Assault,7,0,0,41.8
258,P_0258,Sandra Setty,28,1,1,3.0,3,509,Mysuru City,Assault,7,0,0,41.8
259,P_0259,Kalpana Shetty,35,1,1,5.0,5,622,Mysuru City,Homicide,7,1,0,53.8
260,P_0260,Kiran Prabhu,53,1,1,3.0,3,509,Mysuru City,Assault,7,1,0,41.8
261,P_0261,Pooja Gowda,53,1,1,3.0,3,509,Mysuru City,Assault,7,0,0,41.8
262,P_0262,Deepa Desai,23,2,1,3.0,3,509,Mysuru City,Assault,7,1,0,41.8
263,P_0263,Nagesh Pinto,54,1,1,5.0,5,622,Mysuru City,Homicide,7,0,0,53.8
264,P_0264,Shweta Chavan,23,1,1,5.0,5,622,Mysuru City,Homicide,7,0,0,53.8
265,P_0265,Vijayalakshmi Bhat,45,1,1,5.0,5,622,Mysuru City,Homicide,7,0,0,53.8
266,P_0266,Anitha Kamath,51,1,1,5.0,5,622,Mysuru City,Homicide,7,1,0,53.8
267,P_0267,Vidya Naik,32,2,1,3.0,3,509,Mysuru City,Assault,7,0,0,41.8
268,P_0268,Girish Desai,33,1,1,3.0,3,509,Mysuru City,Assault,7,0,0,41.8
269,P_0269,Shivakumar Gowda,48,1,1,5.0,5,622,Mysuru City,Homicide,7,0,0,53.8
270,P_0270,Ganesh Desai,34,1,1,3.0,3,509,Mysuru City,Assault,7,0,0,41.8
271,P_0271,Lakshmi Desai,37,2,1,5.0,5,622,Mysuru City,Homicide,7,0,0,53.8
272,P_0272,Gopal Fernandes (Leader),43,2,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
273,P_0273,Basavaraj Hegde,40,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
274,P_0274,Fathima Mendes,52,2,1,4.0,4,64,Mysuru City,Narcotics,11,1,0,64.2
275,P_0275,Manjula Fernandes,43,2,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
276,P_0276,Roopa Bhat,35,1,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
277,P_0277,Lakshmi Desai,49,1,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
278,P_0278,Sudha Kamath,48,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
279,P_0279,Mahmood Hegde,41,1,1,5.0,5,550,Bengaluru City,Homicide,11,1,0,53.8
280,P_0280,Vijayalakshmi Desai,46,1,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
281,P_0281,Shweta Chavan,52,2,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
282,P_0282,Sowmya Desai,39,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
283,P_0283,Deepak Khan,47,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
284,P_0284,Anitha Kamath,41,2,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
285,P_0285,Sridhar D'Souza,49,2,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
286,P_0286,Anitha Kamath,24,1,1,4.0,4,64,Mysuru City,Narcotics,11,1,0,64.2
287,P_0287,Sandra Setty,35,1,1,4.0,4,64,Mysuru City,Narcotics,11,1,0,64.2
288,P_0288,Rekha Kulkarni,49,2,1,5.0,5,550,Bengaluru City,Homicide,11,1,0,53.8
289,P_0289,Manjula Khan,31,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
290,P_0290,Rashmi Sheikh,42,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
291,P_0291,Pooja Kotian,22,2,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
292,P_0292,Praveen Rathod,42,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
293,P_0293,Manjunath Pujari,24,1,1,5.0,5,550,Bengaluru City,Homicide,11,0,0,53.8
294,P_0294,Rekha Salian,33,1,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
295,P_0295,Lawrence Prabhu,35,1,1,4.0,4,64,Mysuru City,Narcotics,11,0,0,64.2
296,P_0296,Nandini Khan (Leader),42,2,1,4.0,4,655,Mangaluru City,Robbery,6,0,0,47.8
297,P_0297,Ravi Rathod,36,1,1,3.0,3,705,Belagavi,Cybercrime,7,0,0,41.8
298,P_0298,Suresh Sheikh,22,1,1,3.0,3,705,Belagavi,Cybercrime,7,1,0,41.8
299,P_0299,Alphonsa Shetty,52,1,1,1.0,1,120,Mangaluru City,Theft,2,1,0,34.2
300,P_0300,Ganesh Shetty,40,1,1,3.0,3,705,Belagavi,Cybercrime,7,1,0,41.8
301,P_0301,Gopal Fernandes,36,1,1,3.0,3,705,Belagavi,Cybercrime,7,0,0,41.8
302,P_0302,Kalpana Shetty,28,2,1,4.0,4,655,Mangaluru City,Robbery,6,0,0,47.8
303,P_0303,Vinay Sheikh,29,1,1,1.0,1,120,Mangaluru City,Theft,2,1,0,34.2
304,P_0304,Xavier Sequeira,25,2,1,3.0,3,705,Belagavi,Cybercrime,7,0,0,41.8
305,P_0305,Deepa Naik,55,1,1,3.0,3,705,Belagavi,Cybercrime,7,1,0,41.8
306,P_0306,Antony Pinto,46,1,1,3.0,3,705,Belagavi,Cybercrime,7,0,0,41.8
307,P_0307,Chandan D'Souza,40,1,1,1.0,1,120,Mangaluru City,Theft,2,1,0,34.2
308,P_0308,Ravi Sequeira,22,1,1,4.0,4,655,Mangaluru City,Robbery,6,1,0,47.8
309,P_0309,Pooja Gowda,33,1,1,4.0,4,655,Mangaluru City,Robbery,6,0,0,47.8
310,P_0310,Manjunath Pujari,51,2,1,4.0,4,655,Mangaluru City,Robbery,6,0,0,47.8
311,P_0311,Lakshmi Jadhav,26,1,1,4.0,4,655,Mangaluru City,Robbery,6,1,0,47.8
312,P_0312,Ganesh Desai,38,2,1,4.0,4,655,Mangaluru City,Robbery,6,0,0,47.8
313,P_0313,Ganesh Shetty (Leader),36,2,1,2.0,2,584,Mangaluru City,Fraud,6,0,0,35.8
314,P_0314,Harish Khan,46,1,1,3.0,3,0,Mysuru City,Cybercrime,10,1,0,61.8
315,P_0315,Imran Jadhav,27,2,1,2.0,2,584,Mangaluru City,Fraud,6,0,0,35.8
316,P_0316,Manjula Khan,22,2,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
317,P_0317,Kalpana Sequeira,44,2,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
318,P_0318,Pushpa Kulkarni,40,1,1,2.0,2,584,Mangaluru City,Fraud,6,0,0,35.8
319,P_0319,Sridhar D'Souza,26,1,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
320,P_0320,Yallappa Mendes,34,2,1,2.0,2,584,Mangaluru City,Fraud,6,0,0,35.8
321,P_0321,Ramesh Bhat,26,1,1,2.0,2,584,Mangaluru City,Fraud,6,1,0,35.8
322,P_0322,Rashmi Sheikh,51,1,1,3.0,3,135,Belagavi,Assault,4,0,0,51.4
323,P_0323,Sowmya Naik,52,1,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
324,P_0324,Rekha Kulkarni,42,1,1,3.0,3,135,Belagavi,Assault,4,0,0,51.4
325,P_0325,Bhagya Mendes,47,1,1,3.0,3,0,Mysuru City,Cybercrime,10,1,0,61.8
326,P_0326,Nandini Setty,34,2,1,3.0,3,135,Belagavi,Assault,4,0,0,51.4
327,P_0327,Harish Khan,41,1,1,2.0,2,584,Mangaluru City,Fraud,6,0,0,35.8
328,P_0328,Mahmood Hegde,51,1,1,3.0,3,135,Belagavi,Assault,4,0,0,51.4
329,P_0329,Lakshmi Jadhav,25,2,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
330,P_0330,Vidya Shetty,21,1,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
331,P_0331,Kalpana Shetty,28,1,1,2.0,2,584,Mangaluru City,Fraud,6,0,0,35.8
332,P_0332,Vinay Chavan,28,1,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
333,P_0333,Harish Khan,31,2,1,3.0,3,135,Belagavi,Assault,4,1,0,51.4
334,P_0334,Kalpana Shetty,47,2,1,3.0,3,0,Mysuru City,Cybercrime,10,1,0,61.8
335,P_0335,Iqbal Bhat,28,2,1,3.0,3,0,Mysuru City,Cybercrime,10,0,0,61.8
336,P_0336,Iqbal Bhat (Leader),54,1,1,5.0,5,635,Hubballi-Dharwad,Homicide,3,0,0,47.8
337,P_0337,Deepak Khan,44,1,1,3.0,3,463,Bengaluru City,Assault,6,0,0,41.8
338,P_0338,Iqbal Bhat,54,1,1,1.0,1,450,Hubballi-Dharwad,Theft,6,0,0,29.8
339,P_0339,Imran Jadhav,44,1,1,3.0,3,463,Bengaluru City,Assault,6,0,0,41.8
340,P_0340,Mahmood Hegde,34,1,1,3.0,3,68,Hubballi-Dharwad,Assault,2,1,0,49.0
341,P_0341,Yallappa Mendes,54,2,1,1.0,1,450,Hubballi-Dharwad,Theft,6,0,0,29.8
342,P_0342,Naveen Sheikh,47,1,1,4.0,4,205,Belagavi,Robbery,6,0,0,56.5
343,P_0343,Joseph Salian,25,1,1,1.0,1,450,Hubballi-Dharwad,Theft,6,0,0,29.8
344,P_0344,Vijayalakshmi Desai,33,1,1,5.0,5,635,Hubballi-Dharwad,Homicide,3,0,0,47.8
345,P_0345,Rekha Salian,50,1,1,4.0,4,205,Belagavi,Robbery,6,1,0,56.5
346,P_0346,Mahmood Mendes,50,1,1,4.0,4,205,Belagavi,Robbery,6,1,0,56.5
347,P_0347,Basavaraj Shetty,35,1,1,4.0,4,205,Belagavi,Robbery,6,0,0,56.5
348,P_0348,Xavier Setty,38,1,1,4.0,4,205,Belagavi,Robbery,6,0,0,56.5
349,P_0349,Rashmi Poojary,40,1,1,3.0,3,68,Hubballi-Dharwad,Assault,2,0,0,49.0
350,P_0350,Sowmya Naik,46,1,1,3.0,3,463,Bengaluru City,Assault,6,1,0,41.8
351,P_0351,Vishwanath Fernandes,33,1,1,3.0,3,463,Bengaluru City,Assault,6,1,0,41.8
352,P_0352,Kiran Desai,27,1,1,3.0,3,463,Bengaluru City,Assault,6,1,0,41.8
353,P_0353,Roopa Salian,37,1,1,5.0,5,635,Hubballi-Dharwad,Homicide,3,1,0,47.8
354,P_0354,Nandini Khan,54,2,1,1.0,1,450,Hubballi-Dharwad,Theft,6,0,0,29.8
355,P_0355,Manjula Khan,38,2,1,5.0,5,635,Hubballi-Dharwad,Homicide,3,0,0,47.8
356,P_0356,Yallappa Mendes,21,1,1,1.0,1,450,Hubballi-Dharwad,Theft,6,0,0,29.8
357,P_0357,Prakash Rathod,30,1,1,1.0,1,450,Hubballi-Dharwad,Theft,6,1,0,29.8
358,P_0358,Joseph Salian,21,1,1,1.0,1,450,Hubballi-Dharwad,Theft,6,0,0,29.8
359,P_0359,Deepa Desai,24,1,1,4.0,4,205,Belagavi,Robbery,6,0,0,56.5
360,P_0360,Sridhar D'Souza,49,2,1,3.0,3,463,Bengaluru City,Assault,6,0,0,41.8
361,P_0361,Fathima Mendes (Leader),40,1,1,3.0,3,586,Mysuru City,Cybercrime,9,1,0,41.8
362,P_0362,Ganesh Desai,46,2,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
363,P_0363,Nagesh Pinto,51,1,1,3.0,3,586,Mysuru City,Cybercrime,9,1,0,41.8
364,P_0364,Shweta Chavan,54,1,1,3.0,3,586,Mysuru City,Cybercrime,9,0,0,41.8
365,P_0365,Deepak Khan,34,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
366,P_0366,Imran Jadhav,30,2,1,3.0,3,586,Mysuru City,Cybercrime,9,0,0,41.8
367,P_0367,Deepa Sequeira,37,1,1,3.0,3,586,Mysuru City,Cybercrime,9,0,0,41.8
368,P_0368,Manjunath Pujari,43,1,1,3.0,3,586,Mysuru City,Cybercrime,9,0,0,41.8
369,P_0369,Lawrence Prabhu,44,2,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
370,P_0370,Sandra Setty,48,1,1,3.0,3,586,Mysuru City,Cybercrime,9,1,0,41.8
371,P_0371,Girish Ballal,44,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
372,P_0372,Sandra Jadhav,49,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
373,P_0373,Shivakumar Gowda,40,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
374,P_0374,Roopa Achar,44,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
375,P_0375,Arjun Bhat,38,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
376,P_0376,Sowmya Sheikh,51,2,1,3.0,3,586,Mysuru City,Cybercrime,9,0,0,41.8
377,P_0377,Vijayalakshmi Desai,37,1,1,3.0,3,301,Bengaluru City,Assault,12,1,0,45.3
378,P_0378,Manjula Khan,22,2,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
379,P_0379,Deepa Sequeira,32,2,1,3.0,3,586,Mysuru City,Cybercrime,9,0,0,41.8
380,P_0380,Manjunath Pinto,44,1,1,3.0,3,301,Bengaluru City,Assault,12,1,0,45.3
381,P_0381,Nagesh Pinto,32,1,1,3.0,3,301,Bengaluru City,Assault,12,1,0,45.3
382,P_0382,Lakshmi Desai,28,1,1,3.0,3,301,Bengaluru City,Assault,12,0,0,45.3
383,P_0383,Vinay Chavan (Leader),24,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,1,0,47.8
384,P_0384,Chandan D'Souza,55,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
385,P_0385,Manjunath Pujari,22,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,1,0,58.0
386,P_0386,Suresh Sheikh,41,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,1,0,47.8
387,P_0387,Pooja Kotian,44,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,1,0,47.8
388,P_0388,Vinay Sheikh,47,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
389,P_0389,Xavier Setty,53,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
390,P_0390,Vinay Poojary,26,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,1,0,47.8
391,P_0391,Bhagya Bhat,38,1,1,3.0,3,225,Mangaluru City,Cybercrime,6,0,0,49.4
392,P_0392,Deepa Kotian,47,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,1,0,47.8
393,P_0393,Kalpana Shetty,21,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
394,P_0394,Ganesh Desai,43,1,1,3.0,3,225,Mangaluru City,Cybercrime,6,0,0,49.4
395,P_0395,Mahmood Hegde,26,2,1,3.0,3,225,Mangaluru City,Cybercrime,6,0,0,49.4
396,P_0396,Santosh Salian,26,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
397,P_0397,Prakash Rathod,32,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
398,P_0398,Gopal Fernandes,22,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
399,P_0399,Anitha Pinto,44,2,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
400,P_0400,Basavaraj Hegde,36,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,1,0,58.0
401,P_0401,Sowmya Sheikh,33,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
402,P_0402,Roopa Hegde,45,1,1,3.0,3,225,Mangaluru City,Cybercrime,6,1,0,49.4
403,P_0403,Rajesh Gowda,29,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
404,P_0404,Sudha Achar,33,1,1,3.0,3,225,Mangaluru City,Cybercrime,6,0,0,49.4
405,P_0405,Roopa Salian,39,1,1,3.0,3,68,Hubballi-Dharwad,Assault,8,0,0,58.0
406,P_0406,Vinay Chavan,37,1,1,4.0,4,584,Hubballi-Dharwad,Narcotics,11,0,0,47.8
407,P_0407,Vijay Rathod,44,1,1,3.0,3,225,Mangaluru City,Cybercrime,6,0,0,49.4
408,P_0408,Sowmya Naik (Leader),49,1,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
409,P_0409,Nagesh Fernandes,45,1,1,1.0,1,578,Hubballi-Dharwad,Theft,3,0,0,23.8
410,P_0410,Antony Rathod,34,2,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
411,P_0411,Sowmya Sheikh,39,1,1,3.0,3,333,Bengaluru City,Assault,6,1,0,43.5
412,P_0412,Vijayalakshmi Desai,53,1,1,3.0,3,333,Bengaluru City,Assault,6,0,0,43.5
413,P_0413,Ravi Sequeira,34,1,1,1.0,1,578,Hubballi-Dharwad,Theft,3,1,0,23.8
414,P_0414,Mahmood Hegde,37,1,1,3.0,3,532,Hubballi-Dharwad,Assault,3,0,0,35.8
415,P_0415,Chandan Pujari,32,2,1,1.0,1,578,Hubballi-Dharwad,Theft,3,0,0,23.8
416,P_0416,Mahmood Hegde,41,1,1,3.0,3,532,Hubballi-Dharwad,Assault,3,0,0,35.8
417,P_0417,Girish Ballal,23,1,1,5.0,5,505,Bengaluru City,Homicide,8,1,0,53.8
418,P_0418,Gopal Fernandes,43,1,1,1.0,1,578,Hubballi-Dharwad,Theft,3,1,0,23.8
419,P_0419,Lakshmi Desai,51,1,1,3.0,3,532,Hubballi-Dharwad,Assault,3,0,0,35.8
420,P_0420,Sowmya Sheikh,27,1,1,3.0,3,333,Bengaluru City,Assault,6,0,0,43.5
421,P_0421,Rekha Kulkarni,31,2,1,3.0,3,333,Bengaluru City,Assault,6,0,0,43.5
422,P_0422,Shivakumar Sheikh,22,2,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
423,P_0423,Pooja Gowda,48,2,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
424,P_0424,Nagesh Fernandes,36,1,1,5.0,5,97,Mysuru City,Homicide,1,0,0,56.4
425,P_0425,Manjula Fernandes,42,2,1,3.0,3,333,Bengaluru City,Assault,6,0,0,43.5
426,P_0426,Harish Fernandes,23,1,1,5.0,5,97,Mysuru City,Homicide,1,1,0,56.4
427,P_0427,Pushpa Kulkarni,47,2,1,5.0,5,505,Bengaluru City,Homicide,8,1,0,53.8
428,P_0428,Manjula Khan,46,1,1,3.0,3,333,Bengaluru City,Assault,6,1,0,43.5
429,P_0429,Ravi Sequeira,31,1,1,3.0,3,532,Hubballi-Dharwad,Assault,3,0,0,35.8
430,P_0430,Vijayalakshmi Desai,54,1,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
431,P_0431,Vidya Shetty,29,1,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
432,P_0432,Nataraj D'Souza,24,1,1,3.0,3,333,Bengaluru City,Assault,6,0,0,43.5
433,P_0433,Iqbal Patil,28,1,1,4.0,4,261,Mangaluru City,Robbery,1,1,0,41.4
434,P_0434,Alphonsa Shetty,29,2,1,4.0,4,470,Hubballi-Dharwad,Robbery,1,1,0,35.8
435,P_0435,Sudha Kamath,28,1,1,1.0,1,141,Bengaluru City,Theft,2,0,0,33.0
436,P_0436,Roopa Salian,38,1,1,3.0,3,358,Bengaluru City,Assault,1,0,0,30.1
437,P_0437,Shivakumar Sheikh,34,1,1,3.0,3,369,Belagavi,Cybercrime,0,0,0,26.8
438,P_0438,Prakash Rathod,34,1,1,3.0,3,213,Belagavi,Assault,0,1,0,35.1
439,P_0439,Ganesh Desai,42,1,1,1.0,1,395,Hubballi-Dharwad,Theft,0,0,0,14.8
440,P_0440,Kiran Prabhu,41,1,1,2.0,2,305,Mangaluru City,Fraud,1,0,0,27.0
441,P_0441,Ravi Rathod,62,2,1,2.0,2,670,Mysuru City,Fraud,0,0,0,20.8
442,P_0442,Anitha Pinto,49,2,1,2.0,2,36,Belagavi,Fraud,0,0,0,38.8
443,P_0443,Mahmood Hegde,34,1,1,2.0,2,31,Belagavi,Fraud,1,0,0,42.1
444,P_0444,Girish Desai,39,1,1,5.0,5,209,Mysuru City,Homicide,1,1,0,50.3
445,P_0445,Sowmya Naik,39,1,1,4.0,4,413,Belagavi,Narcotics,7,0,0,47.8
446,P_0446,Alphonsa Sheikh,46,2,1,3.0,3,544,Hubballi-Dharwad,Assault,0,0,0,26.8
447,P_0447,Xavier Sequeira,41,2,1,1.0,1,726,Hubballi-Dharwad,Theft,1,0,0,17.8
448,P_0448,Antony Pinto,56,1,1,3.0,3,385,Bengaluru City,Cybercrime,0,0,0,26.8
449,P_0449,Deepak Khan,57,1,1,1.0,1,292,Bengaluru City,Theft,0,0,0,18.8
450,P_0450,Rashmi Pinto,42,1,1,4.0,4,267,Belagavi,Robbery,0,0,0,38.1
451,P_0451,Deepa Kotian,19,2,1,3.0,3,265,Mangaluru City,Cybercrime,0,0,0,32.2
452,P_0452,Xavier Sequeira,60,1,1,4.0,4,142,Hubballi-Dharwad,Robbery,0,0,0,45.0
453,P_0453,Harish Khan,31,1,1,3.0,3,348,Bengaluru City,Assault,0,1,0,27.7
454,P_0454,Harish Fernandes,46,1,1,5.0,5,146,Mysuru City,Homicide,0,0,0,50.8
455,P_0455,Naveen Ballal,60,1,1,5.0,5,342,Belagavi,Homicide,0,0,0,40.0
456,P_0456,Kiran Desai,37,1,1,3.0,3,718,Hubballi-Dharwad,Cybercrime,0,0,0,26.8
457,P_0457,Alphonsa Sheikh,49,1,1,5.0,5,209,Mysuru City,Homicide,1,0,0,50.3
458,P_0458,Lakshmi Desai,30,1,1,3.0,3,640,Hubballi-Dharwad,Cybercrime,0,0,0,26.8
459,P_0459,Sridhar Rao,52,1,1,3.0,3,311,Mangaluru City,Cybercrime,1,0,0,32.7
460,P_0460,Sridhar D'Souza,24,1,1,2.0,2,652,Mangaluru City,Fraud,1,1,0,23.8
461,P_0461,Sandra Setty,25,2,1,4.0,4,97,Mangaluru City,Narcotics,10,0,0,62.4
462,P_0462,Sridhar D'Souza,19,1,1,4.0,4,221,Mangaluru City,Narcotics,0,0,0,40.6
463,P_0463,Girish Desai,55,2,1,2.0,2,78,Hubballi-Dharwad,Fraud,1,1,0,39.5
464,P_0464,Pooja Gowda,19,2,1,4.0,4,97,Mangaluru City,Narcotics,10,0,0,62.4
465,P_0465,Fathima Mendes,44,2,1,3.0,3,261,Hubballi-Dharwad,Assault,0,0,0,32.4
466,P_0466,Roopa Hegde,38,2,1,1.0,1,128,Mysuru City,Theft,0,0,0,27.7
467,P_0467,Antony Pinto,59,1,1,4.0,4,645,Belagavi,Narcotics,0,0,0,32.8
468,P_0468,Sridhar D'Souza,47,1,1,2.0,2,186,Mangaluru City,Fraud,0,0,0,30.6
469,P_0469,Joseph Salian,40,1,1,5.0,5,346,Belagavi,Homicide,0,1,0,39.8
470,P_0470,Nataraj D'Souza,30,2,1,3.0,3,452,Hubballi-Dharwad,Cybercrime,0,1,0,26.8
471,P_0471,Vijay Shetty,43,1,1,1.0,1,400,Bengaluru City,Theft,0,0,0,14.8
472,P_0472,Shivakumar Gowda,40,1,1,2.0,2,537,Bengaluru City,Fraud,0,1,0,20.8
473,P_0473,Ravi Sequeira,58,2,1,3.0,3,135,Mangaluru City,Assault,0,1,0,39.4
474,P_0474,Roopa Hegde,48,1,1,5.0,5,122,Hubballi-Dharwad,Homicide,0,1,0,52.1
475,P_0475,Imran Patil,50,2,1,4.0,4,680,Bengaluru City,Narcotics,0,1,0,32.8
476,P_0476,Roopa Hegde,57,1,1,4.0,4,672,Mangaluru City,Narcotics,0,0,0,32.8
477,P_0477,Lakshmi Jadhav,40,1,1,3.0,3,549,Belagavi,Cybercrime,0,0,0,26.8
478,P_0478,Vidya Naik,20,1,1,4.0,4,598,Bengaluru City,Robbery,2,1,0,38.8
479,P_0479,Iqbal Bhat,41,2,1,1.0,1,484,Bengaluru City,Theft,0,1,0,14.8
480,P_0480,Kalpana Sequeira,39,1,1,1.0,1,20,Hubballi-Dharwad,Theft,0,0,0,33.7
481,P_0481,Manjunath Pinto,57,1,1,3.0,3,123,Belagavi,Assault,0,0,0,40.0
482,P_0482,Sandra Setty,21,2,1,3.0,3,393,Hubballi-Dharwad,Cybercrime,1,1,0,29.8
483,P_0483,Roopa Salian,24,1,1,5.0,5,590,Mangaluru City,Homicide,0,0,0,38.8
484,P_0484,Sandra Setty,28,2,1,1.0,1,631,Hubballi-Dharwad,Theft,0,1,0,14.8
485,P_0485,Deepa Desai,36,1,1,3.0,3,586,Mysuru City,Cybercrime,9,1,0,41.8
486,P_0486,Pooja Gowda,58,1,1,1.0,1,9,Belagavi,Theft,0,0,0,34.3
487,P_0487,Ayesha Prabhu,52,2,1,5.0,5,379,Hubballi-Dharwad,Homicide,0,0,0,38.8
488,P_0488,Xavier Sequeira,39,1,1,3.0,3,177,Mysuru City,Cybercrime,1,1,0,40.1
489,P_0489,Maria Reddy,57,1,1,4.0,4,685,Belagavi,Narcotics,0,1,0,32.8
490,P_0490,Ravi Sequeira,24,1,1,2.0,2,424,Mysuru City,Fraud,0,1,0,20.8
491,P_0491,Sudha Reddy,38,2,1,3.0,3,68,Hubballi-Dharwad,Assault,2,0,0,49.0
492,P_0492,Suresh Kotian,30,1,1,4.0,4,227,Hubballi-Dharwad,Narcotics,0,1,0,40.3
493,P_0493,Manjunath Pujari,24,2,1,4.0,4,529,Mangaluru City,Narcotics,0,0,0,32.8
494,P_0494,Santosh Salian,31,1,1,3.0,3,217,Bengaluru City,Assault,0,0,0,34.9
495,P_0495,Rashmi Sheikh,51,1,1,2.0,2,90,Hubballi-Dharwad,Fraud,0,0,0,35.8
496,P_0496,Nandini Khan,22,1,1,3.0,3,615,Hubballi-Dharwad,Cybercrime,1,1,0,29.8
497,P_0497,Joseph Salian,32,2,1,1.0,1,414,Mangaluru City,Theft,1,0,0,17.8
498,P_0498,Kalpana Shetty,30,1,1,1.0,1,218,Bengaluru City,Theft,2,0,0,28.8
499,P_0499,Fathima Mendes,21,2,1,3.0,3,331,Mysuru City,Cybercrime,0,0,0,28.6
500,P_0500,Shivakumar Sheikh,62,1,1,3.0,3,547,Belagavi,Cybercrime,0,0,0,26.8
501,P_0501,Shivakumar Gowda,45,1,1,5.0,5,505,Bengaluru City,Homicide,8,0,0,53.8
502,P_0502,Nataraj D'Souza,45,1,1,5.0,5,672,Hubballi-Dharwad,Homicide,0,1,0,38.8
503,P_0503,Vinay Poojary,48,1,1,1.0,1,218,Bengaluru City,Theft,2,0,0,28.8
504,P_0504,Sudha Achar,33,1,1,5.0,5,234,Hubballi-Dharwad,Homicide,1,0,0,48.9
505,P_0505,Bhagya Mendes,33,1,1,4.0,4,423,Belagavi,Robbery,0,1,0,32.8
506,P_0506,Ganesh Shetty,57,2,1,4.0,4,600,Hubballi-Dharwad,Narcotics,0,0,0,32.8
507,P_0507,Lakshmi Desai,59,1,1,4.0,4,233,Belagavi,Robbery,0,0,0,40.0
508,P_0508,Naveen Ballal,49,1,1,5.0,5,444,Belagavi,Homicide,0,0,0,38.8
509,P_0509,Kalpana Mendes,39,1,1,1.0,1,171,Bengaluru City,Theft,0,0,0,25.4
510,P_0510,Vinay Chavan,28,2,1,4.0,4,111,Mysuru City,Robbery,0,1,0,46.7
511,P_0511,Kalpana Shetty,50,1,1,1.0,1,371,Bengaluru City,Theft,0,1,0,14.8
